sthenoId,sthenoName,status,externalId,externalName,confidence,variants,hostedStatus,fallback,notes
"dumbbell-zottman-curl","Dumbbell Zottman Curl","AMBIGUOUS","100-gym-workouts:0015","dumbbell curl","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"eccentric-chin-up","Eccentric Chin-Up","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"face-pull","Cable Face Pull","AUTO_MATCH","100-gym-workouts:0030","cable face pull","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"farmers-carry-dumbbell","Dumbbell Farmer's Carry","UNMATCHED","","","0.424","","pending","true","No credible provider candidate; generated fallback remains active."
"feet-elevated-glute-bridge","Feet-Elevated Glute Bridge","AMBIGUOUS","100-workouts:1139","glute bridge","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"forearm-plank","Forearm Plank","AMBIGUOUS","100-workouts:1178","plank","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"front-foot-elevated-barbell-split-squat","Front-Foot-Elevated Barbell Split Squat","AMBIGUOUS","100-gym-workouts:0056","barbell front squat","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"front-rack-dumbbell-march","Front-Rack Dumbbell March","AMBIGUOUS","200-workouts:0255","dumbbell march","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"glute-drive-machine","Glute Drive Machine","UNMATCHED","","","0.38","","pending","true","No credible provider candidate; generated fallback remains active."
"goblet-squat","Goblet Squat","AUTO_MATCH","200-workouts:0261","goblet squat","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"hack-squat-machine","Hack Squat Machine","AUTO_MATCH","100-gym-workouts:0068","hack squat machine","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"half-kneeling-single-arm-band-press","Half-Kneeling Single-Arm Band Overhead Press","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"half-kneeling-single-arm-band-pulldown","Half-Kneeling Single-Arm Band Pulldown","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"hammer-curl","Dumbbell Hammer Curl","AUTO_MATCH","100-gym-workouts:0016","dumbbell hammer curl","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"heel-tap-crunch","Alternating Heel Tap","UNMATCHED","","","0.28","","pending","true","No credible provider candidate; generated fallback remains active."
"high-plank-shoulder-tap","High-Plank Shoulder Tap","AMBIGUOUS","200-workouts:0156","high plank","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"hip-thrust","Hip Thrust","AMBIGUOUS","100-gym-workouts:0057","barbell hip thrust","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"hollow-body-tuck-hold","Tuck Hollow Hold","AMBIGUOUS","100-workouts:1149","hollow hold","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"incline-barbell-bench-press","Incline Barbell Bench Press","AUTO_MATCH","100-gym-workouts:0043","barbell incline bench press","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"incline-cable-chest-press","Incline Cable Chest Press","UNMATCHED","","","0.428","","pending","true","No credible provider candidate; generated fallback remains active."
"incline-chest-press-machine","Incline Chest Press Machine","AMBIGUOUS","200-workouts:0237","seated machine chest press","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"incline-close-grip-barbell-bench-press","Incline Close-Grip Barbell Bench Press","AMBIGUOUS","100-gym-workouts:0013","close-grip bench press barbell","0.88","","pending","true","Candidate requires human review; generated fallback remains active."
"incline-dumbbell-bench-press","Incline Dumbbell Bench Press","AUTO_MATCH","100-gym-workouts:0048","dumbbell bench press incline","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"incline-dumbbell-curl","Incline Dumbbell Curl","AUTO_MATCH","100-gym-workouts:0019","incline dumbbell curl","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"incline-dumbbell-press","Incline Dumbbell Press","AMBIGUOUS","100-gym-workouts:0048","dumbbell bench press incline","0.82","","pending","true","Candidate requires human review; generated fallback remains active."
"incline-dumbbell-reverse-fly","Incline Dumbbell Reverse Fly","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"incline-dumbbell-row","Incline Dumbbell Row","AMBIGUOUS","100-gym-workouts:0091","dumbbell upright row","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"incline-push-up","Incline Push-Up","AUTO_MATCH","200-workouts:0231","incline push-up","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"iso-lateral-machine-row","Iso-Lateral Machine Row","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"kneeling-leg-curl-machine","Kneeling Leg Curl Machine","AMBIGUOUS","200-workouts:0271","lying leg curl machine","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"kneeling-push-up","Kneeling Push-Up","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"landmine-meadows-row","Meadows Row","AUTO_MATCH","200-workouts:0158","meadows row","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"landmine-press","Half-Kneeling Landmine Press","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"landmine-t-bar-row","Landmine T-Bar Row","AMBIGUOUS","100-gym-workouts:0041","t-bar row","0.82","","pending","true","Candidate requires human review; generated fallback remains active."
"lat-pulldown","Lat Pulldown","AMBIGUOUS","100-gym-workouts:0037","lat pull down wide grip","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"lateral-raise","Dumbbell Lateral Raise","AMBIGUOUS","100-gym-workouts:0092","front raise (dumbbell)","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"lean-away-dumbbell-lateral-raise","Lean-Away Dumbbell Lateral Raise","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"leg-curl","Leg Curl","AMBIGUOUS","200-workouts:0271","lying leg curl machine","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"leg-extension","Leg Extension","AUTO_MATCH","100-gym-workouts:0073","leg extension machine","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"leg-press","Leg Press","AUTO_MATCH","100-gym-workouts:0074","leg press machine","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"lever-squat-machine","Lever Squat Machine","AMBIGUOUS","200-workouts:0280","squat machine","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"lying-knee-raise","Lying Knee Raise","AMBIGUOUS","200-workouts:0273","lying leg raise","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"lying-leg-curl","Lying Leg Curl","AUTO_MATCH","200-workouts:0271","lying leg curl machine","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"lying-triceps-extension","Lying Barbell Triceps Extension","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-abdominal-crunch","Machine Abdominal Crunch","UNMATCHED","","","0.38","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-back-extension-seated","Seated Back Extension Machine","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-biceps-curl","Machine Biceps Curl","AMBIGUOUS","200-workouts:0134","biceps curl","0.86","","pending","true","Candidate requires human review; generated fallback remains active."
"machine-chest-press","Machine Chest Press","AMBIGUOUS","200-workouts:0237","seated machine chest press","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"machine-front-raise","Machine Front Raise","AMBIGUOUS","100-gym-workouts:0092","front raise (dumbbell)","0.62","","pending","true","Candidate requires human review; generated fallback remains active."
"machine-hip-abduction","Machine Hip Abduction","AUTO_MATCH","100-gym-workouts:0069","hip abduction machine","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"machine-hip-adduction","Machine Hip Adduction","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-lat-pulldown","Machine Lat Pulldown","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-lateral-raise","Machine Lateral Raise","AUTO_MATCH","100-gym-workouts:0097","lateral raise machine","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"machine-leg-press-calf-raise","Leg Press Calf Raise","AMBIGUOUS","200-workouts:0270","leg press machine","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"machine-low-row","Machine Low Row","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-pullover","Machine Pullover","UNMATCHED","","","0.28","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-reverse-lunge","Machine Reverse Lunge","UNMATCHED","","","0.38","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-romanian-deadlift","Machine Romanian Deadlift","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-rotary-torso","Machine Rotary Torso","UNMATCHED","","","0.28","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-seated-row","Machine Seated Row","AUTO_MATCH","200-workouts:0157","machine seated row","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"machine-shoulder-press","Machine Shoulder Press","AMBIGUOUS","200-workouts:0166","seated shoulder press machine","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"machine-shrug","Machine Shrug","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"machine-sissy-squat","Sissy Squat Machine","AMBIGUOUS","200-workouts:0280","squat machine","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"machine-triceps-extension","Machine Triceps Extension","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"neutral-grip-dumbbell-bench-press","Neutral-Grip Dumbbell Bench Press","AMBIGUOUS","100-gym-workouts:0046","dumbbell bench press (bench)","0.712","","pending","true","Candidate requires human review; generated fallback remains active."
"neutral-grip-lat-pulldown","Neutral-Grip Lat Pulldown","AMBIGUOUS","100-gym-workouts:0037","lat pull down wide grip","0.712","","pending","true","Candidate requires human review; generated fallback remains active."
"neutral-grip-shoulder-press-machine","Neutral-Grip Shoulder Press Machine","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"one-arm-cable-row","One-Arm Cable Row","AMBIGUOUS","100-gym-workouts:0023","single arm straight arm cable pulldown","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"one-arm-dumbbell-row","One-Arm Dumbbell Row","AUTO_MATCH","200-workouts:0203","single arm dumbbell row","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"overhead-cable-triceps-extension","Overhead Cable Triceps Extension","AUTO_MATCH","200-workouts:0140","cable overhead triceps extension","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"pallof-press","Cable Pallof Press","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"pause-barbell-back-squat","Paused Barbell Back Squat","AMBIGUOUS","100-gym-workouts:0054","barbell back squat","0.82","","pending","true","Candidate requires human review; generated fallback remains active."
"pause-barbell-bench-press","Paused Barbell Bench Press","AMBIGUOUS","100-gym-workouts:0042","barbell bench press flat","0.712","","pending","true","Candidate requires human review; generated fallback remains active."
"pause-barbell-rdl","Paused Barbell Romanian Deadlift","AMBIGUOUS","100-gym-workouts:0060","barbell romanian deadlift","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"paused-barbell-deadlift","Paused Barbell Deadlift","AMBIGUOUS","100-gym-workouts:0032","deadlift barbell","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"pec-deck-fly","Pec Deck Fly","AUTO_MATCH","100-gym-workouts:0051","pec deck machine fly","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"pendlay-row","Pendlay Row","AUTO_MATCH","200-workouts:0195","pendlay row","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"pendulum-squat","Pendulum Squat","AMBIGUOUS","200-workouts:0280","squat machine","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"pike-push-up","Pike Push-Up","AMBIGUOUS","200-workouts:0291","elevated pike push-up","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"plate-loaded-chest-press","Plate-Loaded Chest Press","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"plate-loaded-high-row","Plate-Loaded High Row","UNMATCHED","","","0.424","","pending","true","No credible provider candidate; generated fallback remains active."
"plate-loaded-lat-pulldown","Plate-Loaded Lat Pulldown","UNMATCHED","","","0.38","","pending","true","No credible provider candidate; generated fallback remains active."
"plate-loaded-shoulder-press","Plate-Loaded Shoulder Press","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"preacher-curl-machine","Machine Preacher Curl","AUTO_MATCH","200-workouts:0159","preacher curl machine","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"prone-w-raise","Prone W Raise","UNMATCHED","","","0.428","","pending","true","No credible provider candidate; generated fallback remains active."
"prone-y-raise-bodyweight","Prone Y Raise","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"pull-up","Pull-Up","AUTO_MATCH","100-gym-workouts:0038","pull up","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"push-up","Push-Up","AMBIGUOUS","100-gym-workouts:0026","weighted push up","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"reverse-grip-barbell-bench-press","Reverse-Grip Barbell Bench Press","AMBIGUOUS","100-gym-workouts:0013","close-grip bench press barbell","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"reverse-grip-cable-curl","Reverse-Grip Cable Curl","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"reverse-hyperextension-machine","Reverse Hyperextension Machine","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"reverse-lunge-dumbbell","Dumbbell Reverse Lunge","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"reverse-pec-deck","Reverse Pec Deck","AMBIGUOUS","100-gym-workouts:0099","rear delt fly (reverse pec deck)","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"reverse-snow-angel","Reverse Snow Angel","UNMATCHED","","","0.284","","pending","true","No credible provider candidate; generated fallback remains active."
"rope-hammer-curl","Rope Hammer Curl","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"safety-bar-squat","Safety-Bar Squat","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"scapular-pull-up","Scapular Pull-Up","AMBIGUOUS","100-gym-workouts:0038","pull up","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"seal-row-barbell","Barbell Seal Row","AMBIGUOUS","100-gym-workouts:0028","barbell bent over row","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"seated-band-lat-pulldown","Seated Band Lat Pulldown","AMBIGUOUS","200-workouts:0201","resistance band lat pulldown","0.712","","pending","true","Candidate requires human review; generated fallback remains active."
"seated-barbell-overhead-press","Seated Barbell Overhead Press","AMBIGUOUS","100-gym-workouts:0088","barbell overhead press standing","0.712","","pending","true","Candidate requires human review; generated fallback remains active."
"seated-calf-raise-machine","Seated Calf Raise Machine","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"seated-dumbbell-calf-raise","Seated Dumbbell Calf Raise","AMBIGUOUS","200-workouts:0254","dumbbell calf raise","0.82","","pending","true","Candidate requires human review; generated fallback remains active."
"seated-dumbbell-overhead-press","Seated Dumbbell Overhead Press","AMBIGUOUS","100-gym-workouts:0080","seated overhead press","0.68","","pending","true","Candidate requires human review; generated fallback remains active."
"seated-leg-curl","Seated Leg Curl","AMBIGUOUS","100-gym-workouts:0079","seated leg curl machine","0.86","","pending","true","Candidate requires human review; generated fallback remains active."
"side-plank-knees","Kneeling Side Plank","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"side-plank-straight-leg","Straight-Leg Side Plank","UNMATCHED","","","0.4857","","pending","true","No credible provider candidate; generated fallback remains active."
"single-arm-cable-chest-press","Single-Arm Cable Chest Press","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"single-arm-cable-overhead-press","Single-Arm Cable Overhead Press","AMBIGUOUS","100-gym-workouts:0023","single arm straight arm cable pulldown","0.5886","","pending","true","Candidate requires human review; generated fallback remains active."
"single-arm-cable-triceps-extension","Single-Arm Cable Triceps Extension","AMBIGUOUS","200-workouts:0140","cable overhead triceps extension","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"single-arm-chest-press-machine","Single-Arm Machine Chest Press","UNMATCHED","","","0.572","","pending","true","No credible provider candidate; generated fallback remains active."
"single-arm-dumbbell-floor-press","Single-Arm Dumbbell Floor Press","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"single-arm-dumbbell-overhead-carry","Single-Arm Dumbbell Overhead Carry","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"single-arm-dumbbell-overhead-press","Single-Arm Dumbbell Overhead Press","AMBIGUOUS","100-gym-workouts:0017","dumbbell overhead press version 1","0.5886","","pending","true","Candidate requires human review; generated fallback remains active."
"single-arm-dumbbell-z-press","Single-Arm Dumbbell Z Press","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"single-arm-front-rack-carry","Single-Arm Front-Rack Carry","UNMATCHED","","","0.38","","pending","true","No credible provider candidate; generated fallback remains active."
"single-arm-lat-pulldown","Single-Arm Lat Pulldown","AMBIGUOUS","100-gym-workouts:0023","single arm straight arm cable pulldown","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"single-dumbbell-overhead-triceps-extension","Single-Dumbbell Overhead Triceps Extension","AMBIGUOUS","100-gym-workouts:0021","overhead triceps extension (dumbbell)","0.856","","pending","true","Candidate requires human review; generated fallback remains active."
"single-leg-calf-raise-bodyweight","Single-Leg Bodyweight Calf Raise","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"single-leg-dumbbell-calf-raise","Single-Leg Dumbbell Calf Raise","AMBIGUOUS","200-workouts:0254","dumbbell calf raise","0.712","","pending","true","Candidate requires human review; generated fallback remains active."
"single-leg-extension-machine","Single-Leg Extension","AMBIGUOUS","100-gym-workouts:0073","leg extension machine","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"single-leg-glute-bridge","Single-Leg Glute Bridge","AUTO_MATCH","200-workouts:0124","single leg glute bridge","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"single-leg-press-machine","Single-Leg Press","AMBIGUOUS","100-gym-workouts:0074","leg press machine","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"single-leg-seated-curl-machine","Single-Leg Seated Curl","AMBIGUOUS","100-gym-workouts:0079","seated leg curl machine","0.68","","pending","true","Candidate requires human review; generated fallback remains active."
"smith-machine-bench-press","Smith Machine Bench Press","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"smith-machine-split-squat","Smith Machine Split Squat","AMBIGUOUS","200-workouts:0279","smith machine squat","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"smith-machine-squat","Smith Machine Squat","AUTO_MATCH","200-workouts:0279","smith machine squat","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"snatch-grip-barbell-rdl","Snatch-Grip Barbell Romanian Deadlift","AMBIGUOUS","100-gym-workouts:0060","barbell romanian deadlift","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"split-squat","Dumbbell Split Squat","AMBIGUOUS","100-gym-workouts:0063","dumbbell bulgarian split squat","0.82","","pending","true","Candidate requires human review; generated fallback remains active."
"spoto-press","Spoto Press","UNMATCHED","","","0.424","","pending","true","No credible provider candidate; generated fallback remains active."
"standing-cable-hip-abduction","Standing Cable Hip Abduction","AMBIGUOUS","200-workouts:0251","cable hip abduction","0.82","","pending","true","Candidate requires human review; generated fallback remains active."
"standing-cable-hip-adduction","Standing Cable Hip Adduction","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"standing-calf-raise","Standing Calf Raise","AUTO_MATCH","200-workouts:0281","standing calf raise","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"standing-calf-raise-machine","Standing Calf Raise Machine","AMBIGUOUS","200-workouts:0281","standing calf raise","0.86","","pending","true","Candidate requires human review; generated fallback remains active."
"step-up-dumbbell","Dumbbell Step-Up","UNMATCHED","","","0.5","","pending","true","No credible provider candidate; generated fallback remains active."
"straight-arm-pulldown","Straight-Arm Cable Pulldown","AMBIGUOUS","100-gym-workouts:0023","single arm straight arm cable pulldown","0.856","","pending","true","Candidate requires human review; generated fallback remains active."
"suitcase-carry-dumbbell","Dumbbell Suitcase Carry","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"sumo-barbell-deadlift","Sumo Barbell Deadlift","AUTO_MATCH","100-gym-workouts:0033","deadlift sumo barbell","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"t-bar-row","T-Bar Row","AMBIGUOUS","100-gym-workouts:0041","t-bar row","0.86","","pending","true","Candidate requires human review; generated fallback remains active."
"tall-kneeling-band-overhead-press","Tall-Kneeling Band Overhead Press","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
"tempo-barbell-back-squat","Tempo Barbell Back Squat","AMBIGUOUS","100-gym-workouts:0054","barbell back squat","0.82","","pending","true","Candidate requires human review; generated fallback remains active."
"towel-grip-dumbbell-carry","Towel-Grip Dumbbell Carry","UNMATCHED","","","0.424","","pending","true","No credible provider candidate; generated fallback remains active."
"trap-bar-deadlift","Trap Bar Deadlift","UNMATCHED","","","0.46","","pending","true","No credible provider candidate; generated fallback remains active."
"underhand-barbell-row","Underhand Barbell Row","AMBIGUOUS","100-gym-workouts:0028","barbell bent over row","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"underhand-lat-pulldown","Underhand Lat Pulldown","UNMATCHED","","","0.568","","pending","true","No credible provider candidate; generated fallback remains active."
"v-squat-machine","V-Squat Machine","AMBIGUOUS","200-workouts:0280","squat machine","0.64","","pending","true","Candidate requires human review; generated fallback remains active."
"walking-lunge-dumbbell","Dumbbell Walking Lunge","AMBIGUOUS","200-workouts:0283","walking lunge","0.62","","pending","true","Candidate requires human review; generated fallback remains active."
"wall-sit","Wall Sit","UNMATCHED","","","0.32","","pending","true","No credible provider candidate; generated fallback remains active."
"wall-slide-bodyweight","Wall Slide","UNMATCHED","","","0.28","","pending","true","No credible provider candidate; generated fallback remains active."
"wide-grip-cable-row","Wide-Grip Seated Cable Row","AUTO_MATCH","200-workouts:0181","wide grip seated cable row","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"wide-grip-lat-pulldown","Wide-Grip Lat Pulldown","AUTO_MATCH","100-gym-workouts:0037","lat pull down wide grip","1","default","ready","false","Exact normalized name with compatible equipment and muscle metadata."
"wide-push-up","Wide Push-Up","AMBIGUOUS","100-workouts:1208","wide grip push up","0.76","","pending","true","Candidate requires human review; generated fallback remains active."
"zercher-squat","Zercher Squat","UNMATCHED","","","0.52","","pending","true","No credible provider candidate; generated fallback remains active."
